"SA3_CODE16","sex","age_group","calendar_year","age_fully_immunised_AIR","p"
"21305","all","0-5","2018","5 years",0.95
"21304","all","0-5","2018","5 years",0.95
"21303","all","0-5","2018","5 years",0.95
"21302","all","0-5","2018","5 years",0.95
"21301","all","0-5","2018","5 years",0.95
"21205","all","0-5","2018","5 years",0.93
"21204","all","0-5","2018","5 years",0.95
"21203","all","0-5","2018","5 years",0.95
"21202","all","0-5","2018","5 years",0.95
"21201","all","0-5","2018","5 years",0.95
"21105","all","0-5","2018","5 years",0.95
"21104","all","0-5","2018","5 years",0.95
"21103","all","0-5","2018","5 years",0.95
"21102","all","0-5","2018","5 years",0.94
"21101","all","0-5","2018","5 years",0.95
"21005","all","0-5","2018","5 years",0.95
"21004","all","0-5","2018","5 years",0.95
"21003","all","0-5","2018","5 years",0.95
"21002","all","0-5","2018","5 years",0.95
"21001","all","0-5","2018","5 years",0.95
"20904","all","0-5","2018","5 years",0.95
"20903","all","0-5","2018","5 years",0.95
"20902","all","0-5","2018","5 years",0.95
"20901","all","0-5","2018","5 years",0.95
"20804","all","0-5","2018","5 years",0.94
"20803","all","0-5","2018","5 years",0.95
"20802","all","0-5","2018","5 years",0.93
"20801","all","0-5","2018","5 years",0.95
"20703","all","0-5","2018","5 years",0.95
"20702","all","0-5","2018","5 years",0.92
"20701","all","0-5","2018","5 years",0.95
"20607","all","0-5","2018","5 years",0.94
"20606","all","0-5","2018","5 years",0.9
"20605","all","0-5","2018","5 years",0.91
"20604","all","0-5","2018","5 years",0.89
"20603","all","0-5","2018","5 years",0.95
"20602","all","0-5","2018","5 years",0.95
"20601","all","0-5","2018","5 years",0.95
"20505","all","0-5","2018","5 years",0.95
"20504","all","0-5","2018","5 years",0.95
"20503","all","0-5","2018","5 years",0.95
"20502","all","0-5","2018","5 years",0.95
"20501","all","0-5","2018","5 years",0.95
"20403","all","0-5","2018","5 years",0.95
"20402","all","0-5","2018","5 years",0.95
"20401","all","0-5","2018","5 years",0.95
"20303","all","0-5","2018","5 years",0.95
"20302","all","0-5","2018","5 years",0.95
"20301","all","0-5","2018","5 years",0.95
"20203","all","0-5","2018","5 years",0.95
"20202","all","0-5","2018","5 years",0.95
"20201","all","0-5","2018","5 years",0.95
"20103","all","0-5","2018","5 years",0.95
"20102","all","0-5","2018","5 years",0.93
"20101","all","0-5","2018","5 years",0.95
"31905","all","0-5","2018","5 years",0.95
"31904","all","0-5","2018","5 years",0.95
"31903","all","0-5","2018","5 years",0.94
"31902","all","0-5","2018","5 years",0.95
"31901","all","0-5","2018","5 years",0.95
"31802","all","0-5","2018","5 years",0.95
"31801","all","0-5","2018","5 years",0.95
"31701","all","0-5","2018","5 years",0.95
"31606","all","0-5","2018","5 years",0.88
"31605","all","0-5","2018","5 years",0.91
"31604","all","0-5","2018","5 years",0.91
"31603","all","0-5","2018","5 years",0.9
"31602","all","0-5","2018","5 years",0.95
"31601","all","0-5","2018","5 years",0.94
"31503","all","0-5","2018","5 years",0.95
"31502","all","0-5","2018","5 years",0.94
"31501","all","0-5","2018","5 years",0.95
"31403","all","0-5","2018","5 years",0.95
"31402","all","0-5","2018","5 years",0.95
"31401","all","0-5","2018","5 years",0.95
"31305","all","0-5","2018","5 years",0.94
"31304","all","0-5","2018","5 years",0.95
"31303","all","0-5","2018","5 years",0.93
"31302","all","0-5","2018","5 years",0.95
"31301","all","0-5","2018","5 years",0.95
"31203","all","0-5","2018","5 years",0.95
"31202","all","0-5","2018","5 years",0.95
"31201","all","0-5","2018","5 years",0.93
"31106","all","0-5","2018","5 years",0.94
"31105","all","0-5","2018","5 years",0.94
"31104","all","0-5","2018","5 years",0.95
"31103","all","0-5","2018","5 years",0.94
"31102","all","0-5","2018","5 years",0.93
"31101","all","0-5","2018","5 years",0.91
"31004","all","0-5","2018","5 years",0.95
"31003","all","0-5","2018","5 years",0.95
"31002","all","0-5","2018","5 years",0.95
"31001","all","0-5","2018","5 years",0.94
"30910","all","0-5","2018","5 years",0.9
"30909","all","0-5","2018","5 years",0.93
"30908","all","0-5","2018","5 years",0.94
"30907","all","0-5","2018","5 years",0.94
"30906","all","0-5","2018","5 years",0.93
"30905","all","0-5","2018","5 years",0.93
"30904","all","0-5","2018","5 years",0.88
"30903","all","0-5","2018","5 years",0.92
"30902","all","0-5","2018","5 years",0.92
"30901","all","0-5","2018","5 years",0.92
"30803","all","0-5","2018","5 years",0.95
"30802","all","0-5","2018","5 years",0.94
"30801","all","0-5","2018","5 years",0.93
"30703","all","0-5","2018","5 years",0.95
"30702","all","0-5","2018","5 years",0.95
"30701","all","0-5","2018","5 years",0.95
"30605","all","0-5","2018","5 years",0.92
"30604","all","0-5","2018","5 years",0.91
"30603","all","0-5","2018","5 years",0.95
"30602","all","0-5","2018","5 years",0.95
"30601","all","0-5","2018","5 years",0.95
"30504","all","0-5","2018","5 years",0.94
"30503","all","0-5","2018","5 years",0.95
"30502","all","0-5","2018","5 years",0.94
"30501","all","0-5","2018","5 years",0.9
"30404","all","0-5","2018","5 years",0.95
"30403","all","0-5","2018","5 years",0.93
"30402","all","0-5","2018","5 years",0.92
"30401","all","0-5","2018","5 years",0.95
"30306","all","0-5","2018","5 years",0.95
"30305","all","0-5","2018","5 years",0.94
"30304","all","0-5","2018","5 years",0.94
"30303","all","0-5","2018","5 years",0.95
"30302","all","0-5","2018","5 years",0.93
"30301","all","0-5","2018","5 years",0.94
"30204","all","0-5","2018","5 years",0.95
"30203","all","0-5","2018","5 years",0.95
"30202","all","0-5","2018","5 years",0.95
"30201","all","0-5","2018","5 years",0.95
"30103","all","0-5","2018","5 years",0.95
"30102","all","0-5","2018","5 years",0.95
"30101","all","0-5","2018","5 years",0.95
"40703","all","0-5","2018","5 years",0.95
"40702","all","0-5","2018","5 years",0.95
"40701","all","0-5","2018","5 years",0.94
"40602","all","0-5","2018","5 years",0.95
"40601","all","0-5","2018","5 years",0.95
"40504","all","0-5","2018","5 years",0.95
"40503","all","0-5","2018","5 years",0.95
"40502","all","0-5","2018","5 years",0.95
"40501","all","0-5","2018","5 years",0.95
"40403","all","0-5","2018","5 years",0.93
"40402","all","0-5","2018","5 years",0.93
"40401","all","0-5","2018","5 years",0.93
"40304","all","0-5","2018","5 years",0.95
"40303","all","0-5","2018","5 years",0.93
"40302","all","0-5","2018","5 years",0.95
"40301","all","0-5","2018","5 years",0.94
"40205","all","0-5","2018","5 years",0.95
"40204","all","0-5","2018","5 years",0.95
"40203","all","0-5","2018","5 years",0.94
"40202","all","0-5","2018","5 years",0.95
"40201","all","0-5","2018","5 years",0.95
"40107","all","0-5","2018","5 years",0.93
"40106","all","0-5","2018","5 years",0.94
"40105","all","0-5","2018","5 years",0.91
"40104","all","0-5","2018","5 years",0.94
"40103","all","0-5","2018","5 years",0.95
"40102","all","0-5","2018","5 years",0.93
"40101","all","0-5","2018","5 years",0.82
"90102","all","0-5","2018","5 years",NA
"90101","all","0-5","2018","5 years",NA
"50903","all","0-5","2018","5 years",0.95
"50902","all","0-5","2018","5 years",0.95
"50901","all","0-5","2018","5 years",0.92
"50806","all","0-5","2018","5 years",0.94
"50805","all","0-5","2018","5 years",0.94
"50804","all","0-5","2018","5 years",0.95
"50803","all","0-5","2018","5 years",0.94
"50802","all","0-5","2018","5 years",0.93
"50801","all","0-5","2018","5 years",0.95
"50705","all","0-5","2018","5 years",0.93
"50704","all","0-5","2018","5 years",0.91
"50703","all","0-5","2018","5 years",0.93
"50702","all","0-5","2018","5 years",0.9
"50701","all","0-5","2018","5 years",0.94
"50607","all","0-5","2018","5 years",0.89
"50606","all","0-5","2018","5 years",0.95
"50605","all","0-5","2018","5 years",0.95
"50604","all","0-5","2018","5 years",0.94
"50603","all","0-5","2018","5 years",0.92
"50602","all","0-5","2018","5 years",0.9
"50601","all","0-5","2018","5 years",0.94
"50503","all","0-5","2018","5 years",0.94
"50502","all","0-5","2018","5 years",0.91
"50501","all","0-5","2018","5 years",0.93
"50403","all","0-5","2018","5 years",0.95
"50402","all","0-5","2018","5 years",0.91
"50401","all","0-5","2018","5 years",0.92
"50302","all","0-5","2018","5 years",0.91
"50301","all","0-5","2018","5 years",0.92
"50201","all","0-5","2018","5 years",0.93
"50103","all","0-5","2018","5 years",0.94
"50102","all","0-5","2018","5 years",0.95
"50101","all","0-5","2018","5 years",0.93
"60403","all","0-5","2018","5 years",0.95
"60402","all","0-5","2018","5 years",0.95
"60401","all","0-5","2018","5 years",0.95
"60303","all","0-5","2018","5 years",0.93
"60302","all","0-5","2018","5 years",0.92
"60301","all","0-5","2018","5 years",0.95
"60203","all","0-5","2018","5 years",0.95
"60202","all","0-5","2018","5 years",0.95
"60201","all","0-5","2018","5 years",0.95
"60106","all","0-5","2018","5 years",0.95
"60105","all","0-5","2018","5 years",0.93
"60104","all","0-5","2018","5 years",0.94
"60103","all","0-5","2018","5 years",0.95
"60102","all","0-5","2018","5 years",0.95
"60101","all","0-5","2018","5 years",0.95
"70205","all","0-5","2018","5 years",0.95
"70204","all","0-5","2018","5 years",0.92
"70203","all","0-5","2018","5 years",0.95
"70202","all","0-5","2018","5 years",0.93
"70201","all","0-5","2018","5 years",0.93
"70104","all","0-5","2018","5 years",0.93
"70103","all","0-5","2018","5 years",0.93
"70102","all","0-5","2018","5 years",0.94
"70101","all","0-5","2018","5 years",0.92
"80109","all","0-5","2019","5 years",0.94
"80108","all","0-5","2019","5 years",0.94
"80107","all","0-5","2019","5 years",0.95
"80106","all","0-5","2019","5 years",0.94
"80105","all","0-5","2019","5 years",0.93
"80104","all","0-5","2019","5 years",0.95
"80103","all","0-5","2019","5 years",NA
"80102","all","0-5","2019","5 years",0.95
"80101","all","0-5","2019","5 years",0.95
"12802","all","0-5","2019","5 years",0.95
"12801","all","0-5","2019","5 years",0.95
"12703","all","0-5","2019","5 years",0.95
"12702","all","0-5","2019","5 years",0.95
"12701","all","0-5","2019","5 years",0.95
"12602","all","0-5","2019","5 years",0.94
"12601","all","0-5","2019","5 years",0.93
"12504","all","0-5","2019","5 years",0.93
"12503","all","0-5","2019","5 years",0.94
"12502","all","0-5","2019","5 years",0.95
"12501","all","0-5","2019","5 years",0.92
"12405","all","0-5","2019","5 years",0.95
"12404","all","0-5","2019","5 years",0.95
"12403","all","0-5","2019","5 years",0.95
"12401","all","0-5","2019","5 years",0.93
"12303","all","0-5","2019","5 years",0.95
"12302","all","0-5","2019","5 years",0.95
"12301","all","0-5","2019","5 years",0.95
"12203","all","0-5","2019","5 years",0.94
"12202","all","0-5","2019","5 years",0.93
"12201","all","0-5","2019","5 years",0.91
"12104","all","0-5","2019","5 years",0.9
"12103","all","0-5","2019","5 years",0.93
"12102","all","0-5","2019","5 years",0.95
"12101","all","0-5","2019","5 years",0.93
"12003","all","0-5","2019","5 years",0.92
"12002","all","0-5","2019","5 years",0.92
"12001","all","0-5","2019","5 years",0.92
"11904","all","0-5","2019","5 years",0.93
"11903","all","0-5","2019","5 years",0.94
"11902","all","0-5","2019","5 years",0.94
"11901","all","0-5","2019","5 years",0.94
"11802","all","0-5","2019","5 years",0.9
"11801","all","0-5","2019","5 years",0.88
"11703","all","0-5","2019","5 years",0.88
"11702","all","0-5","2019","5 years",0.95
"11701","all","0-5","2019","5 years",0.93
"11603","all","0-5","2019","5 years",0.95
"11602","all","0-5","2019","5 years",0.95
"11601","all","0-5","2019","5 years",0.95
"11504","all","0-5","2019","5 years",0.95
"11503","all","0-5","2019","5 years",0.95
"11502","all","0-5","2019","5 years",0.94
"11501","all","0-5","2019","5 years",0.95
"11402","all","0-5","2019","5 years",0.95
"11401","all","0-5","2019","5 years",0.95
"11303","all","0-5","2019","5 years",0.95
"11302","all","0-5","2019","5 years",0.95
"11301","all","0-5","2019","5 years",0.95
"11203","all","0-5","2019","5 years",0.92
"11202","all","0-5","2019","5 years",0.92
"11201","all","0-5","2019","5 years",0.84
"11103","all","0-5","2019","5 years",0.95
"11102","all","0-5","2019","5 years",0.95
"11101","all","0-5","2019","5 years",0.95
"11004","all","0-5","2019","5 years",0.95
"11003","all","0-5","2019","5 years",0.95
"11002","all","0-5","2019","5 years",0.94
"11001","all","0-5","2019","5 years",0.94
"10903","all","0-5","2019","5 years",0.95
"10902","all","0-5","2019","5 years",0.95
"10901","all","0-5","2019","5 years",0.95
"10805","all","0-5","2019","5 years",0.95
"10804","all","0-5","2019","5 years",0.95
"10803","all","0-5","2019","5 years",NA
"10802","all","0-5","2019","5 years",0.95
"10801","all","0-5","2019","5 years",0.95
"10704","all","0-5","2019","5 years",0.95
"10703","all","0-5","2019","5 years",0.95
"10702","all","0-5","2019","5 years",NA
"10701","all","0-5","2019","5 years",0.95
"10604","all","0-5","2019","5 years",0.95
"10603","all","0-5","2019","5 years",0.95
"10602","all","0-5","2019","5 years",0.95
"10601","all","0-5","2019","5 years",0.95
"10503","all","0-5","2019","5 years",0.95
"10502","all","0-5","2019","5 years",0.95
"10501","all","0-5","2019","5 years",0.95
"10402","all","0-5","2019","5 years",0.91
"10401","all","0-5","2019","5 years",0.95
"10304","all","0-5","2019","5 years",0.95
"10303","all","0-5","2019","5 years",0.95
"10302","all","0-5","2019","5 years",0.95
"10301","all","0-5","2019","5 years",0.95
"10202","all","0-5","2019","5 years",0.95
"10201","all","0-5","2019","5 years",0.95
"10104","all","0-5","2019","5 years",0.94
"10103","all","0-5","2019","5 years",0.95
"10102","all","0-5","2019","5 years",0.95
"10101","all","0-5","2019","5 years",0.95
"21702","all","0-5","2019","5 years",0.95
"21701","all","0-5","2019","5 years",0.95
"21603","all","0-5","2019","5 years",0.95
"21602","all","0-5","2019","5 years",0.95
"21601","all","0-5","2019","5 years",0.95
"21503","all","0-5","2019","5 years",0.95
"21502","all","0-5","2019","5 years",0.95
"21501","all","0-5","2019","5 years",0.95
"21402","all","0-5","2019","5 years",0.95
"21401","all","0-5","2019","5 years",0.95
"21305","all","0-5","2019","5 years",0.95
"21304","all","0-5","2019","5 years",0.95
"21303","all","0-5","2019","5 years",0.95
"21302","all","0-5","2019","5 years",0.95
"21301","all","0-5","2019","5 years",0.94
"21205","all","0-5","2019","5 years",0.94
"21204","all","0-5","2019","5 years",0.95
"21203","all","0-5","2019","5 years",0.95
"21202","all","0-5","2019","5 years",0.95
"21201","all","0-5","2019","5 years",0.95
"21105","all","0-5","2019","5 years",0.95
"21104","all","0-5","2019","5 years",0.95
"21103","all","0-5","2019","5 years",0.95
"21102","all","0-5","2019","5 years",0.94
"21101","all","0-5","2019","5 years",0.95
"21005","all","0-5","2019","5 years",0.95
"21004","all","0-5","2019","5 years",0.95
"21003","all","0-5","2019","5 years",0.95
"21002","all","0-5","2019","5 years",0.95
"21001","all","0-5","2019","5 years",0.95
"20904","all","0-5","2019","5 years",0.95
"20903","all","0-5","2019","5 years",0.95
"20902","all","0-5","2019","5 years",0.95
"20901","all","0-5","2019","5 years",0.95
"20804","all","0-5","2019","5 years",0.95
"20803","all","0-5","2019","5 years",0.95
"20802","all","0-5","2019","5 years",0.94
"20801","all","0-5","2019","5 years",0.94
"20703","all","0-5","2019","5 years",0.95
"20702","all","0-5","2019","5 years",0.94
"20701","all","0-5","2019","5 years",0.95
"20607","all","0-5","2019","5 years",0.94
"20606","all","0-5","2019","5 years",0.92
"20605","all","0-5","2019","5 years",0.9
"20604","all","0-5","2019","5 years",0.9
"20603","all","0-5","2019","5 years",0.95
"20602","all","0-5","2019","5 years",0.95
"20601","all","0-5","2019","5 years",0.94
"20505","all","0-5","2019","5 years",0.95
"20504","all","0-5","2019","5 years",0.95
"20503","all","0-5","2019","5 years",0.95
"20502","all","0-5","2019","5 years",0.95
"20501","all","0-5","2019","5 years",0.95
"20403","all","0-5","2019","5 years",0.95
"20402","all","0-5","2019","5 years",0.95
"20401","all","0-5","2019","5 years",0.95
"20303","all","0-5","2019","5 years",0.95
"20302","all","0-5","2019","5 years",0.95
"20301","all","0-5","2019","5 years",0.95
"20203","all","0-5","2019","5 years",0.95
"20202","all","0-5","2019","5 years",0.95
"20201","all","0-5","2019","5 years",0.95
"20103","all","0-5","2019","5 years",0.95
"20102","all","0-5","2019","5 years",0.95
"20101","all","0-5","2019","5 years",0.95
"31905","all","0-5","2019","5 years",0.95
"31904","all","0-5","2019","5 years",0.95
"31903","all","0-5","2019","5 years",0.93
"31902","all","0-5","2019","5 years",0.95
"31901","all","0-5","2019","5 years",0.95
"31802","all","0-5","2019","5 years",0.95
"31801","all","0-5","2019","5 years",0.95
"31701","all","0-5","2019","5 years",0.94
"31606","all","0-5","2019","5 years",0.86
"31605","all","0-5","2019","5 years",0.9
"31604","all","0-5","2019","5 years",0.9
"31603","all","0-5","2019","5 years",0.93
"31602","all","0-5","2019","5 years",0.95
"31601","all","0-5","2019","5 years",0.95
"31503","all","0-5","2019","5 years",0.95
"31502","all","0-5","2019","5 years",0.95
"31501","all","0-5","2019","5 years",0.95
"31403","all","0-5","2019","5 years",0.95
"31402","all","0-5","2019","5 years",0.95
"31401","all","0-5","2019","5 years",0.95
"31305","all","0-5","2019","5 years",0.94
"31304","all","0-5","2019","5 years",0.95
"31303","all","0-5","2019","5 years",0.91
